UniprotAccession,Description,Globulins,PSMs,Abundance[S4],Abundance[S37],Abundance[S38],Abundance[S39],Abundance[S40],Abundance[S41],Abundance[S42],Abundance[S43],Abundance[S44],Abundance[S45],Found[S4],Found[S37],Found[S38],Found[S39],Found[S40],Found[S41],Found[S42],Found[S43],Found[S44],Found[S45],Gene
Q9Y2H1,Serine/threonine-protein kinase 38-like OS=Homo sapiens OX=9606 GN=STK38L PE=1 SV=3,0,6,NA,166840.5703,175694.6406,335188.5625,NA,61068.35938,109482.7852,12127.34375,242605.1094,111026.4766,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,STK38L
Q9UHF1,Epidermal growth factor-like protein 7 OS=Homo sapiens OX=9606 GN=EGFL7 PE=1 SV=3,0,5,154566.8438,NA,177644.2109,335680.4375,205539.7813,134424.1875,137698.5938,67127.60156,114774.875,182768.5469,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,EGFL7
P52756,RNA-binding protein 5 OS=Homo sapiens OX=9606 GN=RBM5 PE=1 SV=2,0,4,594432.2656,NA,49183.64844,335969.6133,67655.21875,NA,77249.71875,NA,167000.9063,NA,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,RBM5
Q8TAE8,Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens OX=9606 GN=GADD45GIP1 PE=1 SV=1,0,5,412166.5313,215459.9453,115889.9141,336407.9063,161234.5625,130183.7891,NA,241627.2383,275872.875,155944.0156,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,GADD45GIP1
Q9UH62,Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens OX=9606 GN=ARMCX3 PE=1 SV=1,0,19,1748904.359,86055.94922,476761.0527,336461.252,442964.3594,NA,132565.8359,107233.9766,72261.05469,61306.92383,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,ARMCX3
O60476,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB OS=Homo sapiens OX=9606 GN=MAN1A2 PE=1 SV=1",0,6,NA,NA,72968.14063,337374.4063,NA,259925.6875,NA,NA,231623.5781,155972.9063,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,MAN1A2
Q9H8J5,MANSC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MANSC1 PE=2 SV=1,0,9,NA,70711.60938,30375.46875,340813.9063,13341.64746,NA,80879.69531,281768.8672,NA,NA,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,MANSC1
Q15043,Zinc transporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3,0,7,518457.1484,159910.7188,108585.0625,341157.5313,366754.4063,223532.2344,514421.4922,340317.5938,NA,539393.3125,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,SLC39A14
Q9H490,Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Homo sapiens OX=9606 GN=PIGU PE=1 SV=3,0,6,NA,276103.6563,225007.1289,341354.3438,327970.5625,338876.5898,50439.39453,330623.75,725928.1484,504252.2539,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PIGU
Q9Y2S6,Translation machinery-associated protein 7 OS=Homo sapiens OX=9606 GN=TMA7 PE=1 SV=1,0,4,7458752,6866417,NA,342054.7188,5979186.281,13076202,9310554,6846627.844,6923810.844,5451130.5,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,TMA7
P52895,Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=3,0,26,1126984.531,4677231,142121.5156,343049.8438,6399029.25,7890853,616323.0313,5325729.795,6629673.359,NA,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,AKR1C2
Q9Y2E5,Epididymis-specific alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B2 PE=1 SV=4,0,7,2188594.32,98753.97656,104194.2734,343066.6484,203492.8438,NA,87663.16406,89581.94531,243823.9141,NA,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,MAN2B2
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,0,4,NA,NA,NA,343668.0938,70773.42969,984660.5156,8821762,249153.4688,16751.69531,NA,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,ANKHD1
P04080,Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2,0,68,NA,103794.5703,217494.8105,343745.8711,250983.8359,257478.8164,239483.3398,171754.5977,40628.41016,149952.2148,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CSTB
Q7Z434,Mitochondrial antiviral-signaling protein OS=Homo sapiens OX=9606 GN=MAVS PE=1 SV=2,0,18,NA,NA,93552.39844,345014.8438,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,MAVS
P25098,Beta-adrenergic receptor kinase 1 OS=Homo sapiens OX=9606 GN=GRK2 PE=1 SV=2,0,20,76014.89063,210890.6719,142064.4746,345050.6875,NA,77976.42578,NA,28327.41992,198128.6445,873457.7363,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,GRK2
Q9H6W3,Ribosomal oxygenase 1 OS=Homo sapiens OX=9606 GN=RIOX1 PE=1 SV=2,0,6,NA,NA,NA,345187.0625,53043.96094,NA,NA,105095.1484,423191,NA,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,RIOX1
P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=2",0,36,341645.6563,959754.75,995692.4902,345338.5156,1061839.258,820876.4688,145884.0469,1185417.156,2201731.383,766056.1367,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ALDH5A1
Q8WUY1,Protein THEM6 OS=Homo sapiens OX=9606 GN=THEM6 PE=1 SV=2,0,9,1519378.859,382435.7109,112338.459,345684.8594,45557.64453,357614.168,2201630.734,109611.2109,304200.0703,196895.7148,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,THEM6
Q86UV5,Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens OX=9606 GN=USP48 PE=1 SV=1,0,14,2136960.625,997067.1211,1147968.27,348386.5859,1022613.721,1657534.352,2672081.344,1142729.039,1971854.578,718079.0469,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,USP48
O95236,Apolipoprotein L3 OS=Homo sapiens OX=9606 GN=APOL3 PE=1 SV=3,0,12,NA,204876.0469,24366.52539,348489.5,635785.375,466384.5313,1122653.375,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,APOL3
O95551,Tyrosyl-DNA phosphodiesterase 2 OS=Homo sapiens OX=9606 GN=TDP2 PE=1 SV=1,0,3,57539.05078,21179.1543,23513.67969,349409.2813,NA,91169.07813,NA,NA,205890.4688,NA,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,TDP2
Q15642,Cdc42-interacting protein 4 OS=Homo sapiens OX=9606 GN=TRIP10 PE=1 SV=3,0,11,551282.25,335213.9766,116215.1133,349445.0156,96127.98438,297347.375,852375,335491.5078,322456.0938,239437.9844,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,TRIP10
Q96S99,Pleckstrin homology domain-containing family F member 1 OS=Homo sapiens OX=9606 GN=PLEKHF1 PE=1 SV=3,0,6,48404.77734,NA,NA,349928.2969,NA,NA,71730.49805,NA,183745.4063,181602.875,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,PLEKHF1
O75792,Ribonuclease H2 subunit A OS=Homo sapiens OX=9606 GN=RNASEH2A PE=1 SV=2,0,10,460460.8672,300091.4688,117410.8828,350189.4375,NA,NA,2324203.547,1090617.25,259213.125,461646.125,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,RNASEH2A
Q9NZT1,Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2,0,24,541625.25,209642.8594,117580.2373,350232.1875,190582.8594,224104.3438,NA,251613.9063,NA,NA,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,CALML5
Q8TDD1,ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2,0,15,104048.2188,406408.9609,139773.1484,350414.6563,118474.875,215396.0469,110320.5078,112951.1875,84292.25,NA,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,DDX54
P54252,Ataxin-3 OS=Homo sapiens OX=9606 GN=ATXN3 PE=1 SV=5,0,1,NA,215851.5781,124950.125,350549.1563,1192907.875,480133.5625,1181011.375,708393.375,221173.4688,44874.91016,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ATXN3
Q15750,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens OX=9606 GN=TAB1 PE=1 SV=1,0,3,9639118,NA,NA,351683.0313,NA,NA,15364132,NA,NA,NA,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,TAB1
Q8NCA5,Protein FAM98A OS=Homo sapiens OX=9606 GN=FAM98A PE=1 SV=2,0,21,458691.0625,38094.50781,57002.80371,351777.6563,58437.84961,120105.0313,529617.7891,155065.2188,258137.4219,337438.6689,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,FAM98A
Q9Y5H3,Protocadherin gamma-A10 OS=Homo sapiens OX=9606 GN=PCDHGA10 PE=2 SV=1,0,2,NA,NA,85571.82031,352708.9688,NA,NA,187932.8594,NA,260012.75,NA,Not Found,Not Found,Peak Found,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,PCDHGA10
Q9Y314,Nitric oxide synthase-interacting protein OS=Homo sapiens OX=9606 GN=NOSIP PE=1 SV=1,0,1,NA,NA,NA,353558.5,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,NOSIP
Q9BV57,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase OS=Homo sapiens OX=9606 GN=ADI1 PE=1 SV=1",0,21,16706576,2347647.127,115591.7773,354077.6016,4060105.715,4117604.438,8280866.574,3686520.293,4887674.156,3314547.891,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ADI1
Q969X1,Protein lifeguard 3 OS=Homo sapiens OX=9606 GN=TMBIM1 PE=1 SV=2,0,10,127466.5469,49999.94531,21374.88477,354237.0781,67613.04688,127848.5313,78127.04688,35584.58203,94046.25,NA,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,TMBIM1
Q92667,"A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1",0,4,68887.61719,NA,21283.07227,354893,NA,45601.24609,50032.16016,25090.73242,NA,NA,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,AKAP1
Q99988,Growth/differentiation factor 15 OS=Homo sapiens OX=9606 GN=GDF15 PE=1 SV=3,0,7,NA,61135.17969,104617.3066,355273.5,34048.03516,208232.8008,NA,23558.4668,NA,45120.83594,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,GDF15
Q9BTU6,Phosphatidylinositol 4-kinase type 2-alpha OS=Homo sapiens OX=9606 GN=PI4K2A PE=1 SV=1,0,16,1185526.078,102990.2109,6378755.217,355357.1875,NA,17457.60742,1711461.891,232895.9609,122366.5918,11334.96777,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PI4K2A
Q8IWV7,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1,0,8,299189.9258,145655.3984,60325.15527,355848.5,146459.0938,506190.4688,53650.75781,174292.6484,927113.6875,NA,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,UBR1
Q9BVV7,Mitochondrial import inner membrane translocase subunit Tim21 OS=Homo sapiens OX=9606 GN=TIMM21 PE=1 SV=1,0,3,259826.6406,5802876.5,60404.53125,356553,28724.61914,NA,317126,NA,NA,NA,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,TIMM21
Q9BUL8,Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1,0,27,NA,619614.1191,168112.1992,356603.7305,269839.6719,869044.9453,1594056.633,354650.375,588040.1836,672514.7783,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PDCD10
Q6WCQ1,Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3,0,10,NA,664306.375,301803.0313,356852.8237,37664.11328,421241.9375,NA,35643.50781,23302.13086,301947.4063,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,MPRIP
Q9UBF6,RING-box protein 2 OS=Homo sapiens OX=9606 GN=RNF7 PE=1 SV=1,0,1,NA,NA,245859.1094,356927.9375,104462.1875,683580.625,NA,NA,NA,NA,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,RNF7
Q8N3J6,Cell adhesion molecule 2 OS=Homo sapiens OX=9606 GN=CADM2 PE=2 SV=1,0,1,NA,NA,245859.1094,356927.9375,104462.1875,683580.625,NA,NA,NA,NA,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,CADM2
Q7Z5L7,Podocan OS=Homo sapiens OX=9606 GN=PODN PE=1 SV=2,0,20,324159.8672,NA,NA,357354.2188,NA,33579.85547,1091891.844,42821.44922,NA,NA,Peak Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,PODN
Q92686,Neurogranin OS=Homo sapiens OX=9606 GN=NRGN PE=1 SV=1,0,5,NA,137543.6094,40342.19141,357553.2188,47000.875,NA,82365.10156,114732.2031,143204.4219,65419.5625,Not Found,Peak Found,Peak Found,High,Peak Found,Not Found,Peak Found,Peak Found,High,Peak Found,NRGN
Q6P1L8,"39S ribosomal protein L14, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL14 PE=1 SV=1",0,11,1309490.492,NA,101555.0313,357718.875,NA,NA,1127301.875,NA,NA,NA,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,MRPL14
P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4,0,12,105577.4609,204577.0625,134400.2344,358622.3125,220223.3906,470232.1875,221878.3125,209221.1406,184273.4063,405966.75,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,NDUFA6
Q9Y4D7,Plexin-D1 OS=Homo sapiens OX=9606 GN=PLXND1 PE=1 SV=3,0,11,NA,93558.07813,10526.30371,358644.0625,NA,113566.125,NA,243626.7383,196280.1875,197536.2969,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,PLXND1
Q9BW27,Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1,0,17,105682.4609,106667.5684,162460.4141,359216.4766,313459.6016,39689.71875,113677.9297,232399.832,32717.97656,336992.1426,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,NUP85
Q9UNS2,COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3,0,22,206818.1143,57352.4668,301703.8369,360662.7944,404206.8809,107445.4448,134315.5938,74690.35449,319577.9805,17771.40039,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,COPS3
O94985,Calsyntenin-1 OS=Homo sapiens OX=9606 GN=CLSTN1 PE=1 SV=1,0,14,57925.11328,33323.66797,110006.8125,360954.1719,181213.707,249523.7813,NA,115000.9453,1333541.139,27495.84375,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,CLSTN1
Q96Q11,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=TRNT1 PE=1 SV=2",0,17,73484.85156,473512.916,191482.2061,360956.6875,321518.125,380106.8965,NA,228979.9521,306254.1563,293234.5898,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,TRNT1
Q9HBF4,Zinc finger FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZFYVE1 PE=1 SV=1,0,2,NA,176617.5,152372.2344,361046.2188,161718.75,116596.3594,NA,122009.1797,120334.4609,132642.875,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,ZFYVE1
Q9BU61,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Homo sapiens OX=9606 GN=NDUFAF3 PE=1 SV=1,0,5,NA,376558.9688,NA,361628.4688,NA,NA,NA,NA,1035966.785,662278.625,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,NDUFAF3
P10124,Serglycin OS=Homo sapiens OX=9606 GN=SRGN PE=1 SV=3,0,32,77371.57031,244824.9219,110154.5801,362677.4375,323702.7793,229551.3164,132193.7344,63137.67578,51342.16797,21136.92578,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,SRGN
Q9Y530,ADP-ribose glycohydrolase OARD1 OS=Homo sapiens OX=9606 GN=OARD1 PE=1 SV=2,0,4,NA,NA,67642.46875,362938.4375,NA,NA,NA,NA,266178.125,38717.96484,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,OARD1
Q96EL2,"28S ribosomal protein S24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS24 PE=1 SV=1",0,5,253500.4844,296616.625,111016.875,363536.5625,329663,322443.1875,203279.6719,342821.375,386243.375,258876.6406,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,MRPS24
Q9UJV9,Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens OX=9606 GN=DDX41 PE=1 SV=2,0,11,238293.1016,106491.3594,46733.38184,364500.6563,77409.90625,184487.8203,231276.5,68117.20313,916317.0625,1142167.289,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,DDX41
O75563,Src kinase-associated phosphoprotein 2 OS=Homo sapiens OX=9606 GN=SKAP2 PE=1 SV=1,0,5,254884.7969,44036.51172,688320.8301,366511.8047,NA,52275.21875,271727.5,29808.10352,1482114.125,78105.76367,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,SKAP2
O43292,Glycosylphosphatidylinositol anchor attachment 1 protein OS=Homo sapiens OX=9606 GN=GPAA1 PE=1 SV=3,0,12,455974.75,NA,1123849.462,367306.8398,NA,115405.1602,1917092.016,959254.9941,293662.5703,28458.33594,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,GPAA1
O95825,Quinone oxidoreductase-like protein 1 OS=Homo sapiens OX=9606 GN=CRYZL1 PE=1 SV=2,0,4,95259.92969,31836.11328,62875.56445,367438.3906,87592.23828,41269.93359,NA,20727.06445,35268.78516,88607.89648,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,CRYZL1
Q8N8N7,Prostaglandin reductase 2 OS=Homo sapiens OX=9606 GN=PTGR2 PE=1 SV=1,0,8,695805.875,29705.38672,2541958,368530.4688,NA,76010,209835.3594,NA,276205,NA,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,PTGR2
Q8IV38,Ankyrin repeat and MYND domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKMY2 PE=1 SV=1,0,15,2945057.5,141117.2891,515636.4375,369684.4102,605582.8672,106518.582,153208.2344,159878.3418,772516.3828,751321.3281,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ANKMY2
Q9C0C2,182 kDa tankyrase-1-binding protein OS=Homo sapiens OX=9606 GN=TNKS1BP1 PE=1 SV=4,0,43,1054523.413,226384.4629,286878.1494,369763.0547,1032843.512,538848.4297,693412.1973,2910279.118,496448.3008,180565.0469,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,TNKS1BP1
Q9NTI5,Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens OX=9606 GN=PDS5B PE=1 SV=1,0,61,447285.4648,1034969.852,356394.9919,370010.8223,503215.8105,1162136.145,420713.625,1179902.113,647139.5586,540675.5605,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PDS5B
Q6IAN0,Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens OX=9606 GN=DHRS7B PE=1 SV=2,0,8,146953.1406,827990.7656,303524.3438,370081.0625,1322527.375,824628.6934,21969.19531,897196.7813,1354375.344,832344.0723,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,DHRS7B
Q8N806,Putative E3 ubiquitin-protein ligase UBR7 OS=Homo sapiens OX=9606 GN=UBR7 PE=1 SV=2,0,8,68254.33594,139965.8281,NA,370909.0313,29553.11523,316787.418,190132.7188,NA,NA,12968.16406,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,UBR7
Q9ULF5,Zinc transporter ZIP10 OS=Homo sapiens OX=9606 GN=SLC39A10 PE=1 SV=2,0,8,NA,NA,NA,373055.5,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,SLC39A10
Q96D15,Reticulocalbin-3 OS=Homo sapiens OX=9606 GN=RCN3 PE=1 SV=1,0,24,2125479.066,471764.5879,353194.7988,373549,356129.75,187643.9492,486116.1445,433565.8398,221913.2578,642909.0703,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,RCN3
O00541,Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,0,27,148071.375,384826.6182,266550.5107,374088.5356,455995.8213,190293.3867,368910.2031,211634.0327,271907.5938,214578.5,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PES1
Q9GZT8,Isoform 3 of NIF3-like protein 1 OS=Homo sapiens OX=9606 GN=NIF3L1,0,15,62829.58203,5528029.422,2712929.518,374408.3789,3772387.436,4967380.221,388256.9063,4056554.938,6642847.727,6541121.697,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,NIF3L1
P29972,Aquaporin-1 OS=Homo sapiens OX=9606 GN=AQP1 PE=1 SV=3,0,29,376338.4375,1071999.406,199396.002,375104.4844,NA,63497.89844,300942.2813,560186.9297,428187.9297,78236.38281,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,AQP1
O43674,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1",0,19,NA,NA,NA,375895.0313,NA,328755.9375,NA,68798.91406,NA,NA,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,NDUFB5
